Date,Stop_1,Stop_2,Year,Month,Distance,Seats,Flights,Revenue_Percent,Passengers,Route,Crutch,Type
1-Jun-19,CBR,SYD,2019,6,236,101696,1350,77,78511,Canberra - Sydney,6,Metropolitian
1-Jul-19,CBR,SYD,2019,7,236,111635,1473,75,83565,Canberra - Sydney,7,Metropolitian
1-Aug-19,CBR,SYD,2019,8,236,111681,1434,76,84536,Canberra - Sydney,8,Metropolitian
1-Sep-19,CBR,SYD,2019,9,236,109005,1431,77,83904,Canberra - Sydney,9,Metropolitian
1-Oct-19,CBR,SYD,2019,10,236,115664,1493,78,89721,Canberra - Sydney,10,Metropolitian
1-Nov-19,CBR,SYD,2019,11,236,109756,1427,81,88907,Canberra - Sydney,11,Metropolitian
1-Dec-19,CBR,SYD,2019,12,236,89532,1178,76,68147,Canberra - Sydney,12,Metropolitian
1-Jan-20,CBR,SYD,2020,1,236,66756,914,74,49339,Canberra - Sydney,13,Metropolitian
1-Feb-20,CBR,SYD,2020,2,236,99748,1298,73,73238,Canberra - Sydney,14,Metropolitian
1-Mar-20,CBR,SYD,2020,3,236,79624,1071,54,43011,Canberra - Sydney,15,Metropolitian
1-Apr-20,CBR,SYD,2020,4,236,,,,,Canberra - Sydney,16,Metropolitian
1-May-20,CBR,SYD,2020,5,236,,,,,Canberra - Sydney,17,Metropolitian
1-Jun-20,CBR,SYD,2020,6,236,,,,,Canberra - Sydney,18,Metropolitian
1-Jul-20,CBR,SYD,2020,7,236,,,,,Canberra - Sydney,19,Metropolitian
1-Aug-20,CBR,SYD,2020,8,236,,,,,Canberra - Sydney,20,Metropolitian
1-Sep-20,CBR,SYD,2020,9,236,,,,,Canberra - Sydney,21,Metropolitian
1-Oct-20,CBR,SYD,2020,10,236,,,,,Canberra - Sydney,22,Metropolitian
1-Nov-20,CBR,SYD,2020,11,236,,,,,Canberra - Sydney,23,Metropolitian
1-Dec-20,CBR,SYD,2020,12,236,,,,,Canberra - Sydney,24,Metropolitian
1-Jan-21,CBR,SYD,2021,1,236,,,,,Canberra - Sydney,25,Metropolitian
1-Feb-21,CBR,SYD,2021,2,236,32952,393,49,16228,Canberra - Sydney,26,Metropolitian
1-Mar-21,CBR,SYD,2021,3,236,34029,426,67,22779,Canberra - Sydney,27,Metropolitian
1-Apr-21,CBR,SYD,2021,4,236,39357,544,60,23583,Canberra - Sydney,28,Metropolitian
1-May-21,CBR,SYD,2021,5,236,66088,961,49,32644,Canberra - Sydney,29,Metropolitian
1-Jun-21,CBR,SYD,2021,6,236,58823,833,49,29050,Canberra - Sydney,30,Metropolitian
1-Jan-19,CFS,SYD,2019,1,443,37994,399,70,26635,Coffs Harbour - Sydney,1,Regional
1-Feb-19,CFS,SYD,2019,2,443,35021,370,69,24140,Coffs Harbour - Sydney,2,Regional
1-Mar-19,CFS,SYD,2019,3,443,38036,399,74,28060,Coffs Harbour - Sydney,3,Regional
1-Apr-19,CFS,SYD,2019,4,443,36860,389,74,27210,Coffs Harbour - Sydney,4,Regional
1-May-19,CFS,SYD,2019,5,443,37865,402,73,27581,Coffs Harbour - Sydney,5,Regional
1-Jun-19,CFS,SYD,2019,6,443,36640,386,68,24770,Coffs Harbour - Sydney,6,Regional
1-Jul-19,CFS,SYD,2019,7,443,39005,418,70,27393,Coffs Harbour - Sydney,7,Regional
1-Aug-19,CFS,SYD,2019,8,443,34378,389,75,25851,Coffs Harbour - Sydney,8,Regional
1-Sep-19,CFS,SYD,2019,9,443,38096,416,74,27985,Coffs Harbour - Sydney,9,Regional
1-Oct-19,CFS,SYD,2019,10,443,38968,426,80,31157,Coffs Harbour - Sydney,10,Regional
1-Nov-19,CFS,SYD,2019,11,443,34908,384,80,27796,Coffs Harbour - Sydney,11,Regional
1-Dec-19,CFS,SYD,2019,12,443,37158,408,75,27940,Coffs Harbour - Sydney,12,Regional
1-Jan-20,CFS,SYD,2020,1,443,37131,398,72,26798,Coffs Harbour - Sydney,13,Regional
1-Feb-20,CFS,SYD,2020,2,443,32072,373,74,23863,Coffs Harbour - Sydney,14,Regional
1-Mar-20,CFS,SYD,2020,3,443,28518,357,57,16353,Coffs Harbour - Sydney,15,Regional
1-Apr-20,CFS,SYD,2020,4,443,,,,,Coffs Harbour - Sydney,16,Regional
1-May-20,CFS,SYD,2020,5,443,,,,,Coffs Harbour - Sydney,17,Regional
1-Jun-20,CFS,SYD,2020,6,443,,,,,Coffs Harbour - Sydney,18,Regional
1-Jul-20,CFS,SYD,2020,7,443,,,,,Coffs Harbour - Sydney,19,Regional
1-Aug-20,CFS,SYD,2020,8,443,,,,,Coffs Harbour - Sydney,20,Regional
1-Sep-20,CFS,SYD,2020,9,443,,,,,Coffs Harbour - Sydney,21,Regional
1-Oct-20,CFS,SYD,2020,10,443,,,,,Coffs Harbour - Sydney,22,Regional
1-Nov-20,CFS,SYD,2020,11,443,15218,213,57,8725,Coffs Harbour - Sydney,23,Regional
1-Dec-20,CFS,SYD,2020,12,443,17740,242,62,10988,Coffs Harbour - Sydney,24,Regional
1-Jan-21,CFS,SYD,2021,1,443,,,,,Coffs Harbour - Sydney,25,Regional
1-Feb-21,CFS,SYD,2021,2,443,17646,233,54,9559,Coffs Harbour - Sydney,26,Regional
1-Mar-21,CFS,SYD,2021,3,443,26480,350,59,15634,Coffs Harbour - Sydney,27,Regional
1-Apr-21,CFS,SYD,2021,4,443,26628,430,60,16015,Coffs Harbour - Sydney,28,Regional
1-May-21,CFS,SYD,2021,5,443,25699,444,63,16295,Coffs Harbour - Sydney,29,Regional
1-Jun-21,CFS,SYD,2021,6,443,22996,416,60,13841,Coffs Harbour - Sydney,30,Regional
1-Jan-19,CNS,MEL,2019,1,"2,311",91810,475,81,74498,Cairns - Melbourne,1,Regional
1-Feb-19,CNS,MEL,2019,2,"2,311",67726,340,76,51589,Cairns - Melbourne,2,Regional
1-Mar-19,CNS,MEL,2019,3,"2,311",65544,332,79,51460,Cairns - Melbourne,3,Regional
1-Apr-19,CNS,MEL,2019,4,"2,311",92186,468,81,74852,Cairns - Melbourne,4,Regional
1-May-19,CNS,MEL,2019,5,"2,311",72450,371,84,60547,Cairns - Melbourne,5,Regional
1-Jun-19,CNS,MEL,2019,6,"2,311",76531,393,88,66986,Cairns - Melbourne,6,Regional
1-Jul-19,CNS,MEL,2019,7,"2,311",102692,523,90,92279,Cairns - Melbourne,7,Regional
1-Aug-19,CNS,MEL,2019,8,"2,311",90291,462,91,82117,Cairns - Melbourne,8,Regional
1-Sep-19,CNS,MEL,2019,9,"2,311",96652,481,88,84627,Cairns - Melbourne,9,Regional
1-Oct-19,CNS,MEL,2019,10,"2,311",94064,479,86,80567,Cairns - Melbourne,10,Regional
1-Nov-19,CNS,MEL,2019,11,"2,311",75687,390,90,68263,Cairns - Melbourne,11,Regional
1-Dec-19,CNS,MEL,2019,12,"2,311",79473,413,86,68091,Cairns - Melbourne,12,Regional
1-Jan-20,CNS,MEL,2020,1,"2,311",68498,366,91,62543,Cairns - Melbourne,13,Regional
1-Feb-20,CNS,MEL,2020,2,"2,311",58748,305,69,40301,Cairns - Melbourne,14,Regional
1-Mar-20,CNS,MEL,2020,3,"2,311",48539,253,68,33116,Cairns - Melbourne,15,Regional
1-Apr-20,CNS,MEL,2020,4,"2,311",,,,,Cairns - Melbourne,16,Regional
1-May-20,CNS,MEL,2020,5,"2,311",,,,,Cairns - Melbourne,17,Regional
1-Jun-20,CNS,MEL,2020,6,"2,311",,,,,Cairns - Melbourne,18,Regional
1-Jul-20,CNS,MEL,2020,7,"2,311",,,,,Cairns - Melbourne,19,Regional
1-Aug-20,CNS,MEL,2020,8,"2,311",,,,,Cairns - Melbourne,20,Regional
1-Sep-20,CNS,MEL,2020,9,"2,311",,,,,Cairns - Melbourne,21,Regional
1-Oct-20,CNS,MEL,2020,10,"2,311",,,,,Cairns - Melbourne,22,Regional
1-Nov-20,CNS,MEL,2020,11,"2,311",,,,,Cairns - Melbourne,23,Regional
1-Dec-20,CNS,MEL,2020,12,"2,311",33930,172,75,25461,Cairns - Melbourne,24,Regional
1-Jan-21,CNS,MEL,2021,1,"2,311",50873,269,74,37740,Cairns - Melbourne,25,Regional
1-Feb-21,CNS,MEL,2021,2,"2,311",22644,125,52,11838,Cairns - Melbourne,26,Regional
1-Mar-21,CNS,MEL,2021,3,"2,311",40418,218,79,31726,Cairns - Melbourne,27,Regional
1-Apr-21,CNS,MEL,2021,4,"2,311",86912,437,73,63386,Cairns - Melbourne,28,Regional
1-May-21,CNS,MEL,2021,5,"2,311",71763,352,77,55572,Cairns - Melbourne,29,Regional
1-Jun-21,CNS,MEL,2021,6,"2,311",55975,258,41,22917,Cairns - Melbourne,30,Regional
1-Jan-19,CNS,SYD,2019,1,"1,971",120196,627,80,95723,Cairns - Sydney,1,Regional
1-Feb-19,CNS,SYD,2019,2,"1,971",99107,515,78,77395,Cairns - Sydney,2,Regional
1-Mar-19,CNS,SYD,2019,3,"1,971",100955,517,80,80777,Cairns - Sydney,3,Regional
1-Apr-19,CNS,SYD,2019,4,"1,971",115775,590,79,91946,Cairns - Sydney,4,Regional
1-May-19,CNS,SYD,2019,5,"1,971",93245,481,82,76126,Cairns - Sydney,5,Regional
1-Jun-19,CNS,SYD,2019,6,"1,971",93193,474,85,79053,Cairns - Sydney,6,Regional
1-Jul-19,CNS,SYD,2019,7,"1,971",124349,635,88,109636,Cairns - Sydney,7,Regional
1-Aug-19,CNS,SYD,2019,8,"1,971",111943,567,88,98555,Cairns - Sydney,8,Regional
1-Sep-19,CNS,SYD,2019,9,"1,971",103678,527,81,84384,Cairns - Sydney,9,Regional
1-Oct-19,CNS,SYD,2019,10,"1,971",115503,590,87,100410,Cairns - Sydney,10,Regional
1-Nov-19,CNS,SYD,2019,11,"1,971",98278,504,91,89777,Cairns - Sydney,11,Regional
1-Dec-19,CNS,SYD,2019,12,"1,971",109655,568,86,94278,Cairns - Sydney,12,Regional
1-Jan-20,CNS,SYD,2020,1,"1,971",111910,585,89,99432,Cairns - Sydney,13,Regional
1-Feb-20,CNS,SYD,2020,2,"1,971",87672,453,66,57804,Cairns - Sydney,14,Regional
1-Mar-20,CNS,SYD,2020,3,"1,971",70156,362,62,43391,Cairns - Sydney,15,Regional
1-Apr-20,CNS,SYD,2020,4,"1,971",,,,,Cairns - Sydney,16,Regional
1-May-20,CNS,SYD,2020,5,"1,971",,,,,Cairns - Sydney,17,Regional
1-Jun-20,CNS,SYD,2020,6,"1,971",,,,,Cairns - Sydney,18,Regional
1-Jul-20,CNS,SYD,2020,7,"1,971",34631,194,70,24123,Cairns - Sydney,19,Regional
1-Aug-20,CNS,SYD,2020,8,"1,971",,,,,Cairns - Sydney,20,Regional
1-Sep-20,CNS,SYD,2020,9,"1,971",,,,,Cairns - Sydney,21,Regional
1-Oct-20,CNS,SYD,2020,10,"1,971",,,,,Cairns - Sydney,22,Regional
1-Nov-20,CNS,SYD,2020,11,"1,971",,,,,Cairns - Sydney,23,Regional
1-Dec-20,CNS,SYD,2020,12,"1,971",36250,204,51,18508,Cairns - Sydney,24,Regional
1-Jan-21,CNS,SYD,2021,1,"1,971",,,,,Cairns - Sydney,25,Regional
1-Feb-21,CNS,SYD,2021,2,"1,971",18244,110,70,12694,Cairns - Sydney,26,Regional
1-Mar-21,CNS,SYD,2021,3,"1,971",38386,220,76,29145,Cairns - Sydney,27,Regional
1-Apr-21,CNS,SYD,2021,4,"1,971",96841,494,66,64120,Cairns - Sydney,28,Regional
1-May-21,CNS,SYD,2021,5,"1,971",69348,356,76,52927,Cairns - Sydney,29,Regional
1-Jun-21,CNS,SYD,2021,6,"1,971",74690,371,76,56677,Cairns - Sydney,30,Regional
1-Jan-19,CNS,TSV,2019,1,284,20536,311,47,9574,Cairns - Townsville,1,Regional
1-Feb-19,CNS,TSV,2019,2,284,18469,293,57,10521,Cairns - Townsville,2,Regional
1-Mar-19,CNS,TSV,2019,3,284,21048,314,58,12108,Cairns - Townsville,3,Regional
1-Apr-19,CNS,TSV,2019,4,284,19994,307,59,11694,Cairns - Townsville,4,Regional
1-May-19,CNS,TSV,2019,5,284,21081,334,59,12325,Cairns - Townsville,5,Regional
1-Jun-19,CNS,TSV,2019,6,284,19942,314,63,12580,Cairns - Townsville,6,Regional
1-Jul-19,CNS,TSV,2019,7,284,21160,335,61,12930,Cairns - Townsville,7,Regional
1-Aug-19,CNS,TSV,2019,8,284,21081,334,57,12017,Cairns - Townsville,8,Regional
1-Sep-19,CNS,TSV,2019,9,284,20318,319,61,12368,Cairns - Townsville,9,Regional
1-Oct-19,CNS,TSV,2019,10,284,21234,338,62,13177,Cairns - Townsville,10,Regional
1-Nov-19,CNS,TSV,2019,11,284,20417,324,61,12403,Cairns - Townsville,11,Regional
1-Dec-19,CNS,TSV,2019,12,284,21047,317,55,11536,Cairns - Townsville,12,Regional
1-Jan-20,CNS,TSV,2020,1,284,21092,330,42,8766,Cairns - Townsville,13,Regional
1-Feb-20,CNS,TSV,2020,2,284,19547,311,51,10007,Cairns - Townsville,14,Regional
1-Mar-20,CNS,TSV,2020,3,284,19518,320,41,7987,Cairns - Townsville,15,Regional
1-Apr-20,CNS,TSV,2020,4,284,5055,98,26,1303,Cairns - Townsville,16,Regional
1-May-20,CNS,TSV,2020,5,284,,,,,Cairns - Townsville,17,Regional
1-Jun-20,CNS,TSV,2020,6,284,,,,,Cairns - Townsville,18,Regional
1-Jul-20,CNS,TSV,2020,7,284,,,,,Cairns - Townsville,19,Regional
1-Aug-20,CNS,TSV,2020,8,284,,,,,Cairns - Townsville,20,Regional
1-Sep-20,CNS,TSV,2020,9,284,,,,,Cairns - Townsville,21,Regional
1-Oct-20,CNS,TSV,2020,10,284,,,,,Cairns - Townsville,22,Regional
1-Nov-20,CNS,TSV,2020,11,284,,,,,Cairns - Townsville,23,Regional
1-Dec-20,CNS,TSV,2020,12,284,,,,,Cairns - Townsville,24,Regional
1-Jan-21,CNS,TSV,2021,1,284,,,,,Cairns - Townsville,25,Regional
1-Feb-21,CNS,TSV,2021,2,284,,,,,Cairns - Townsville,26,Regional
1-Mar-21,CNS,TSV,2021,3,284,,,,,Cairns - Townsville,27,Regional
1-Apr-21,CNS,TSV,2021,4,284,,,,,Cairns - Townsville,28,Regional
1-May-21,CNS,TSV,2021,5,284,,,,,Cairns - Townsville,29,Regional
1-Jun-21,CNS,TSV,2021,6,284,,,,,Cairns - Townsville,30,Regional
1-Jan-19,DBO,SYD,2019,1,310,18076,383,64,11606,Dubbo - Sydney,1,Regional
1-Feb-19,DBO,SYD,2019,2,310,21124,456,66,13852,Dubbo - Sydney,2,Regional
1-Mar-19,DBO,SYD,2019,3,310,23694,515,68,16202,Dubbo - Sydney,3,Regional
1-Apr-19,DBO,SYD,2019,4,310,21000,448,68,14313,Dubbo - Sydney,4,Regional
1-May-19,DBO,SYD,2019,5,310,23473,520,69,16296,Dubbo - Sydney,5,Regional
1-Jun-19,DBO,SYD,2019,6,310,21814,483,68,14865,Dubbo - Sydney,6,Regional
1-Jul-19,DBO,SYD,2019,7,310,24389,531,64,15717,Dubbo - Sydney,7,Regional
1-Aug-19,DBO,SYD,2019,8,310,24100,524,67,16197,Dubbo - Sydney,8,Regional
1-Sep-19,DBO,SYD,2019,9,310,23474,503,67,15738,Dubbo - Sydney,9,Regional
1-Oct-19,DBO,SYD,2019,10,310,24746,531,69,17016,Dubbo - Sydney,10,Regional
1-Nov-19,DBO,SYD,2019,11,310,23933,508,70,16697,Dubbo - Sydney,11,Regional
1-Dec-19,DBO,SYD,2019,12,310,20151,429,67,13538,Dubbo - Sydney,12,Regional
1-Jan-20,DBO,SYD,2020,1,310,17584,370,66,11666,Dubbo - Sydney,13,Regional
1-Feb-20,DBO,SYD,2020,2,310,22130,473,63,13909,Dubbo - Sydney,14,Regional
1-Mar-20,DBO,SYD,2020,3,310,19857,449,50,9859,Dubbo - Sydney,15,Regional
1-Apr-20,DBO,SYD,2020,4,310,2699,70,19,498,Dubbo - Sydney,16,Regional
1-May-20,DBO,SYD,2020,5,310,2009,58,42,846,Dubbo - Sydney,17,Regional
1-Jun-20,DBO,SYD,2020,6,310,,,,,Dubbo - Sydney,18,Regional
1-Jul-20,DBO,SYD,2020,7,310,,,,,Dubbo - Sydney,19,Regional
1-Aug-20,DBO,SYD,2020,8,310,,,,,Dubbo - Sydney,20,Regional
1-Sep-20,DBO,SYD,2020,9,310,,,,,Dubbo - Sydney,21,Regional
1-Oct-20,DBO,SYD,2020,10,310,,,,,Dubbo - Sydney,22,Regional
1-Nov-20,DBO,SYD,2020,11,310,,,,,Dubbo - Sydney,23,Regional
1-Dec-20,DBO,SYD,2020,12,310,,,,,Dubbo - Sydney,24,Regional
1-Jan-21,DBO,SYD,2021,1,310,,,,,Dubbo - Sydney,25,Regional
1-Feb-21,DBO,SYD,2021,2,310,,,,,Dubbo - Sydney,26,Regional
1-Mar-21,DBO,SYD,2021,3,310,17760,355,54,9550,Dubbo - Sydney,27,Regional
1-Apr-21,DBO,SYD,2021,4,310,17396,354,61,10573,Dubbo - Sydney,28,Regional
1-May-21,DBO,SYD,2021,5,310,19830,395,62,12242,Dubbo - Sydney,29,Regional
1-Jun-21,DBO,SYD,2021,6,310,17756,366,55,9829,Dubbo - Sydney,30,Regional
1-Jan-19,DRW,MEL,2019,1,"3,131",31088,176,73,22725,Darwin - Melbourne,1,Metropolitian
1-Feb-19,DRW,MEL,2019,2,"3,131",24034,135,71,16934,Darwin - Melbourne,2,Metropolitian
1-Mar-19,DRW,MEL,2019,3,"3,131",28903,163,74,21361,Darwin - Melbourne,3,Metropolitian
1-Apr-19,DRW,MEL,2019,4,"3,131",33409,175,83,27569,Darwin - Melbourne,4,Metropolitian
1-May-19,DRW,MEL,2019,5,"3,131",30387,165,85,25875,Darwin - Melbourne,5,Metropolitian
1-Jun-19,DRW,MEL,2019,6,"3,131",33829,186,89,30034,Darwin - Melbourne,6,Metropolitian
1-Jul-19,DRW,MEL,2019,7,"3,131",38795,205,90,34887,Darwin - Melbourne,7,Metropolitian
1-Aug-19,DRW,MEL,2019,8,"3,131",34450,186,91,31277,Darwin - Melbourne,8,Metropolitian
1-Sep-19,DRW,MEL,2019,9,"3,131",32331,175,86,27904,Darwin - Melbourne,9,Metropolitian
1-Oct-19,DRW,MEL,2019,10,"3,131",33847,182,80,27089,Darwin - Melbourne,10,Metropolitian
1-Nov-19,DRW,MEL,2019,11,"3,131",27388,155,81,22149,Darwin - Melbourne,11,Metropolitian
1-Dec-19,DRW,MEL,2019,12,"3,131",29484,167,79,23140,Darwin - Melbourne,12,Metropolitian
1-Jan-20,DRW,MEL,2020,1,"3,131",29543,166,76,22363,Darwin - Melbourne,13,Metropolitian
1-Feb-20,DRW,MEL,2020,2,"3,131",24609,140,74,18136,Darwin - Melbourne,14,Metropolitian
1-Mar-20,DRW,MEL,2020,3,"3,131",22096,126,67,14761,Darwin - Melbourne,15,Metropolitian
1-Apr-20,DRW,MEL,2020,4,"3,131",,,,,Darwin - Melbourne,16,Metropolitian
1-May-20,DRW,MEL,2020,5,"3,131",,,,,Darwin - Melbourne,17,Metropolitian
1-Jun-20,DRW,MEL,2020,6,"3,131",,,,,Darwin - Melbourne,18,Metropolitian
1-Jul-20,DRW,MEL,2020,7,"3,131",,,,,Darwin - Melbourne,19,Metropolitian
1-Aug-20,DRW,MEL,2020,8,"3,131",,,,,Darwin - Melbourne,20,Metropolitian
1-Sep-20,DRW,MEL,2020,9,"3,131",,,,,Darwin - Melbourne,21,Metropolitian
1-Oct-20,DRW,MEL,2020,10,"3,131",,,,,Darwin - Melbourne,22,Metropolitian
1-Nov-20,DRW,MEL,2020,11,"3,131",,,,,Darwin - Melbourne,23,Metropolitian
1-Dec-20,DRW,MEL,2020,12,"3,131",,,,,Darwin - Melbourne,24,Metropolitian
1-Jan-21,DRW,MEL,2021,1,"3,131",,,,,Darwin - Melbourne,25,Metropolitian
1-Feb-21,DRW,MEL,2021,2,"3,131",,,,,Darwin - Melbourne,26,Metropolitian
1-Mar-21,DRW,MEL,2021,3,"3,131",,,,,Darwin - Melbourne,27,Metropolitian
1-Apr-21,DRW,MEL,2021,4,"3,131",,,,,Darwin - Melbourne,28,Metropolitian
1-May-21,DRW,MEL,2021,5,"3,131",,,,,Darwin - Melbourne,29,Metropolitian
1-Jun-21,DRW,MEL,2021,6,"3,131",,,,,Darwin - Melbourne,30,Metropolitian
1-Jan-19,DRW,PER,2019,1,"2,651",21423,124,62,13346,Darwin - Perth,1,Metropolitian
1-Feb-19,DRW,PER,2019,2,"2,651",19198,111,59,11345,Darwin - Perth,2,Metropolitian
1-Mar-19,DRW,PER,2019,3,"2,651",21363,124,61,13019,Darwin - Perth,3,Metropolitian
1-Apr-19,DRW,PER,2019,4,"2,651",20740,120,72,14933,Darwin - Perth,4,Metropolitian
1-May-19,DRW,PER,2019,5,"2,651",21516,124,68,14597,Darwin - Perth,5,Metropolitian
1-Jun-19,DRW,PER,2019,6,"2,651",20760,120,77,15872,Darwin - Perth,6,Metropolitian
1-Jul-19,DRW,PER,2019,7,"2,651",21481,124,83,17815,Darwin - Perth,7,Metropolitian
1-Aug-19,DRW,PER,2019,8,"2,651",21414,124,77,16405,Darwin - Perth,8,Metropolitian
1-Sep-19,DRW,PER,2019,9,"2,651",20733,120,73,15054,Darwin - Perth,9,Metropolitian
1-Oct-19,DRW,PER,2019,10,"2,651",21166,123,74,15704,Darwin - Perth,10,Metropolitian
1-Nov-19,DRW,PER,2019,11,"2,651",20748,120,60,12374,Darwin - Perth,11,Metropolitian
1-Dec-19,DRW,PER,2019,12,"2,651",21278,124,65,13715,Darwin - Perth,12,Metropolitian
1-Jan-20,DRW,PER,2020,1,"2,651",21368,124,60,12829,Darwin - Perth,13,Metropolitian
1-Feb-20,DRW,PER,2020,2,"2,651",20016,116,55,11018,Darwin - Perth,14,Metropolitian
1-Mar-20,DRW,PER,2020,3,"2,651",18528,108,48,8935,Darwin - Perth,15,Metropolitian
1-Apr-20,DRW,PER,2020,4,"2,651",1196,8,22,257,Darwin - Perth,16,Metropolitian
1-May-20,DRW,PER,2020,5,"2,651",,,,,Darwin - Perth,17,Metropolitian
1-Jun-20,DRW,PER,2020,6,"2,651",,,,,Darwin - Perth,18,Metropolitian
1-Jul-20,DRW,PER,2020,7,"2,651",,,,,Darwin - Perth,19,Metropolitian
1-Aug-20,DRW,PER,2020,8,"2,651",,,,,Darwin - Perth,20,Metropolitian
1-Sep-20,DRW,PER,2020,9,"2,651",,,,,Darwin - Perth,21,Metropolitian
1-Oct-20,DRW,PER,2020,10,"2,651",,,,,Darwin - Perth,22,Metropolitian
1-Nov-20,DRW,PER,2020,11,"2,651",,,,,Darwin - Perth,23,Metropolitian
1-Dec-20,DRW,PER,2020,12,"2,651",,,,,Darwin - Perth,24,Metropolitian
1-Jan-21,DRW,PER,2021,1,"2,651",11852,76,69,8147,Darwin - Perth,25,Metropolitian
1-Feb-21,DRW,PER,2021,2,"2,651",,,,,Darwin - Perth,26,Metropolitian
1-Mar-21,DRW,PER,2021,3,"2,651",17248,108,50,8597,Darwin - Perth,27,Metropolitian
1-Apr-21,DRW,PER,2021,4,"2,651",17160,110,66,11357,Darwin - Perth,28,Metropolitian
1-May-21,DRW,PER,2021,5,"2,651",18662,120,71,13257,Darwin - Perth,29,Metropolitian
1-Jun-21,DRW,PER,2021,6,"2,651",21130,135,74,15593,Darwin - Perth,30,Metropolitian
1-Jan-19,DRW,SYD,2019,1,"3,155",32250,186,64,20783,Darwin - Sydney,1,Metropolitian
1-Feb-19,DRW,SYD,2019,2,"3,155",22914,133,68,15460,Darwin - Sydney,2,Metropolitian
1-Mar-19,DRW,SYD,2019,3,"3,155",29842,174,65,19508,Darwin - Sydney,3,Metropolitian
1-Apr-19,DRW,SYD,2019,4,"3,155",33058,188,79,26232,Darwin - Sydney,4,Metropolitian
1-May-19,DRW,SYD,2019,5,"3,155",31546,180,82,25721,Darwin - Sydney,5,Metropolitian
1-Jun-19,DRW,SYD,2019,6,"3,155",38520,221,85,32841,Darwin - Sydney,6,Metropolitian
1-Jul-19,DRW,SYD,2019,7,"3,155",43819,248,86,37777,Darwin - Sydney,7,Metropolitian
1-Aug-19,DRW,SYD,2019,8,"3,155",36406,207,86,31432,Darwin - Sydney,8,Metropolitian
1-Sep-19,DRW,SYD,2019,9,"3,155",36612,208,81,29461,Darwin - Sydney,9,Metropolitian
1-Oct-19,DRW,SYD,2019,10,"3,155",37847,215,76,28748,Darwin - Sydney,10,Metropolitian
1-Nov-19,DRW,SYD,2019,11,"3,155",27614,160,71,19579,Darwin - Sydney,11,Metropolitian
1-Dec-19,DRW,SYD,2019,12,"3,155",28802,168,76,21926,Darwin - Sydney,12,Metropolitian
1-Jan-20,DRW,SYD,2020,1,"3,155",27826,161,72,20109,Darwin - Sydney,13,Metropolitian
1-Feb-20,DRW,SYD,2020,2,"3,155",20376,117,69,14082,Darwin - Sydney,14,Metropolitian
1-Mar-20,DRW,SYD,2020,3,"3,155",26798,146,62,16628,Darwin - Sydney,15,Metropolitian
1-Apr-20,DRW,SYD,2020,4,"3,155",,,,,Darwin - Sydney,16,Metropolitian
1-May-20,DRW,SYD,2020,5,"3,155",,,,,Darwin - Sydney,17,Metropolitian
1-Jun-20,DRW,SYD,2020,6,"3,155",,,,,Darwin - Sydney,18,Metropolitian
1-Jul-20,DRW,SYD,2020,7,"3,155",,,,,Darwin - Sydney,19,Metropolitian
1-Aug-20,DRW,SYD,2020,8,"3,155",,,,,Darwin - Sydney,20,Metropolitian
1-Sep-20,DRW,SYD,2020,9,"3,155",,,,,Darwin - Sydney,21,Metropolitian
1-Oct-20,DRW,SYD,2020,10,"3,155",,,,,Darwin - Sydney,22,Metropolitian
1-Nov-20,DRW,SYD,2020,11,"3,155",,,,,Darwin - Sydney,23,Metropolitian
1-Dec-20,DRW,SYD,2020,12,"3,155",,,,,Darwin - Sydney,24,Metropolitian
1-Jan-21,DRW,SYD,2021,1,"3,155",,,,,Darwin - Sydney,25,Metropolitian
1-Feb-21,DRW,SYD,2021,2,"3,155",,,,,Darwin - Sydney,26,Metropolitian
1-Mar-21,DRW,SYD,2021,3,"3,155",,,,,Darwin - Sydney,27,Metropolitian
1-Apr-21,DRW,SYD,2021,4,"3,155",,,,,Darwin - Sydney,28,Metropolitian
1-May-21,DRW,SYD,2021,5,"3,155",,,,,Darwin - Sydney,29,Metropolitian
1-Jun-21,DRW,SYD,2021,6,"3,155",,,,,Darwin - Sydney,30,Metropolitian
1-Jan-19,GET,PER,2019,1,370,16400,164,46,7562,Geraldton - Perth,1,Regional
1-Feb-19,GET,PER,2019,2,370,13600,136,62,8431,Geraldton - Perth,2,Regional
1-Mar-19,GET,PER,2019,3,370,15000,150,62,9266,Geraldton - Perth,3,Regional
1-Apr-19,GET,PER,2019,4,370,14800,148,62,9215,Geraldton - Perth,4,Regional
1-May-19,GET,PER,2019,5,370,15800,158,62,9834,Geraldton - Perth,5,Regional
1-Jun-19,GET,PER,2019,6,370,15000,150,57,8516,Geraldton - Perth,6,Regional
1-Jul-19,GET,PER,2019,7,370,14200,142,62,8733,Geraldton - Perth,7,Regional
1-Aug-19,GET,PER,2019,8,370,,,,,Geraldton - Perth,8,Regional
1-Sep-19,GET,PER,2019,9,370,,,,,Geraldton - Perth,9,Regional
1-Oct-19,GET,PER,2019,10,370,,,,,Geraldton - Perth,10,Regional
1-Nov-19,GET,PER,2019,11,370,,,,,Geraldton - Perth,11,Regional
1-Dec-19,GET,PER,2019,12,370,,,,,Geraldton - Perth,12,Regional
1-Jan-20,GET,PER,2020,1,370,,,,,Geraldton - Perth,13,Regional
1-Feb-20,GET,PER,2020,2,370,,,,,Geraldton - Perth,14,Regional
